VDA_id,y,x,NSI_fd_id,NSI_occtype,NSI_bldgtype,NSI_bid,NSI_st_damcat,NSI_sqft,NSI_found_type,NSI_found_ht,NSI_val_struct,NSI_val_cont,NSI_firmzone,NSI_ground_elv_ft_NAVD88,LC_DS_PDA,LC_occupancy_type,LC_damage_details,LC_bldg_image,LC_student_notes,VDA_elevation_status,VDA_breakaway_walls,VDA_number_of_stories,VDA_DS_roof,VDA_DS_walls,VDA_DS_foundation,VDA_DS_attachments,VDA_DS_openings,VDA_DS_overall,VDA_DS_overall_num,VDA_DS_noroof,VDA_confidence_level,VDA_data_source,VDA_assessment_status,VDA_notes,TA_FolioID,TA_SiteAddress,TA_BldgUseTyp,TA_BasemapCla,TA_MaxStories,TA_ActYearBuilt,TA_EffYearBuilt,TA_EstimatedV,TA_ShapeSTArea_Sqft,FEC_Street_Address,FEC_Building_Use,FEC_Flood_Zones,FEC_BFE,FEC_Elevation_Datum,FEC_Building_Status,FEC_TBF,FEC_TNHF,FEC_LHS,FEC_Attached_Garage,FEC_Lowest_Elevation_of_Equipment,FEC_Lowest _Adjacent_Grade,FEC_Highest_Adjacent_Grade,FEC_Lowest_Adjacent_Grade_at_Lowest_Stairs,FEC_Building_Diagram_Number,FEC_FFE,FFE_grnd_elev_m_NAVD88,FFE_grnd_elev_ft_NAVD88,FFE_shoreline_dist_m,FFE_bldg_diagram,FFE_foundation,FFE_elev_status,FFE_elev_desc,FFE_ffe_ft,FFE_nhf_ft,FFE_lhsm_ft,FFE_measurement_type,FFE_confidence,FFE__notes,SurgeElev_Avg_NAVD88_m,SurgeElev_Low_NAVD88_m,SurgeElev_High_NAVD88_m,SurgeWave_Avg_NAVD88_m,SurgeWave_Low_NAVD88_m,SurgeWave_High_NAVD88_m
FMB0130,26.453732,-81.948719,496537788,RES1-2SNB,W,76RWF332+FGV-2-1-2-2,RES,1248,C,1.5,112271.956,56135.9784,AE,4.658025,major,single family,yes,yes,The pictures show the front of the house. Damage detail talks about water level and how only the foundation remains.,yes,no,2,DS0,DS0,DS0,DS0,DS0,DS0,0,DS0,High,Aerial+Lee County,Full,The building is still intact looks like no damage was experienced.,10228242,247 MIRAMAR ST,single family residential,Residential,2,1994,1995,90495,833.003549,,,,,,,,,,,,,,,,,1.03,4.64,462.218929,6,Piles/Columns,elevated,Likely Elevated,8.791533101,18.10327526,7.334947735,imagery,High,likely only storage space in bottom story,3.930224857,3.590224857,4.270224857,4.131547445,3.791547445,4.471547445
FMB0131,26.451454,-81.948033,496537789,RES1-1SNB,W,76RWF322+HQP-1-2-2-2,RES,715,W,1.5,75952.9399,37976.4699,AE,3.850228,major,single family,yes,yes,The pictures show the front of the house. Damage detail talks about water level and how only the foundation remains.,yes,,1,DS0,DS1,DS0,DS1,DS0,DS1,1,DS1,High,Aerial+StEER,Full,The building is still intact and looks like minor damage. Walls; there is some cladding on the left side of the building. Attachments; the railing for the deck did experience some minor damage since the wall of the house next door is laying on top of it.,10228311,213 OHIO AV,single family residential,Residential,1,1951,1982,52953,1340.494316,,,,,,,,,,,,,,,,,1.19,4.15,265.626974,8,Crawlspace,elevated,Clearly Elevated,4.055583127,,,imagery,High,,4.087498421,3.747498421,4.427498421,4.479574616,4.139574616,4.819574616
FMB0132,26.455965,-81.952471,496537790,RES1-1SNB,W,76RWF24X+92J-3-2-3-1,RES,1000,I,8,93932.64,46966.32,AE,0.856814,major,single family,no,yes,"Image of front of house, wall of elavation platform is severely damaged",yes,no,1,DS1,DS4,DS0,DS1,DS2,DS4,4,DS4,,Aerial+Lee County,Full,"Damage is primarily on garage level, with the detatched wall being the most damage",10228139,274 PRIMO DR,single family residential,Residential,1,1965,1984,135249,1663.989602,,,,,,,,,,,,,,,,,1.56,3.75,515.34643,6,Piles/Columns,not-elevated,Unlikely Elevated,,,,,Low,"poor line of sight, no angle on structure",3.887722856,3.547722856,4.227722856,4.066436724,3.726436724,4.406436724
FMB0133,26.452506,-81.952821,496537791,RES3A,W,76RWF23W+2V3-1-1-1-1,RES,3000,S,0.5,497338.954,248669.477,AE,4.796349,,,,,No PDA entry,no,no,1,DS5,DS5,DS6,DS3,DS3,DS6,6,DS6,,Aerial+StEER,Full,"Building is washed away, mobile home",10557293,No Site Address on reco,single family residential,Residential,1,1960,1982,16636,411.140006,,,,,,,,,,,,,,,,,1.17,5,159.46696,8,Crawlspace,elevated,Clearly Elevated,0.809107304,,0.809107304,imagery,High,manufactured home on short pile,4.172426432,3.832426432,4.512426432,4.826036343,3.926036343,5.726036343
FMB0134,26.451878,-81.946291,496537792,RES1-1SNB,W,76RWF323+QF4-2-2-2-2,RES,944,I,8,91094.6829,45547.3414,AE,4.349403,major,multi-family,yes,yes,,yes,no,1,DS0,DS0,DS0,DS0,DS0,DS0,0,DS0,High,Aerial+OSU,Full,no visible damage to the entire building,10228020,205 PEARL ST,single family residential,Residential,1,1940,1976,167480,1312.997045,,,,,,,,,,,,,,,,,1.01,4.42,372.718321,7,Wall,elevated,Probably Elevated,7.501136364,,,imagery,High,bottom story may have some living space,4.001825343,3.661825343,4.341825343,4.263427914,3.923427914,4.603427914
FMB0135,26.451175,-81.946575,496537793,RES1-1SNB,W,76RWF323+F9F-3-3-3-2,RES,1360,S,0.5,130656.483,65328.2419,AE,3.713808,major,single family,yes,yes,The pictures show the front of the house. Damage detail talks about waterline.,yes,no,1,DS2,DS1,DS0,DS3,DS3,DS3,3,DS3,High,Aerial+StEER,Full,"The building is still intact for the most part. Roof; a soog amount of the shingles are missing. There is also some gutter/ soffit damage. Walls; on the right-hand side of the building it looks like there is some siding that coming undone. Attachments; the porch in the back is destroyed/ gone. Openings; the windows around the whole house are destroyed long ith the front door. Furthermore, the window frames are also damaged. When looking at OSU map, this house was demoed and all that is left is an empty lot.",10228265,210 VIRGINIA AV,single family residential,Residential,1,1948,1984,103903,3233.863551,,,,,,,,,,,,,,,,,0.89,4.21,289.895354,8,Crawlspace,elevated,Clearly Elevated,4.314864865,,,imagery,High,,4.068083717,3.728083717,4.408083717,4.422759146,4.082759146,4.762759146
FMB0136,26.452414,-81.953037,496537794,RES4,W,76RWF22W+XQG-4-2-5-1,COM,2858.93,S,0.5,513754.91,256877.455,AE,6.734077,destroyed,commercial,yes,yes,The damage descripition just says total loss as the building was compeltly wiped out. The image just shows the empty lot with all the debris. It also mentions that only the foundation remains.,no,no,1,DS5,DS5,DS6,DS3,DS3,DS6,6,DS6,High,Aerial+StEER,Full,Noaa footage shows building was washed away and steer shows the remians of what is left.,10557293,No Site Address on reco,Multiples/Motels,Hotel/Motel,1,1960,1982,108766,1495.872657,,,,,,,,,,,,,,,,,1.08,6.23,139.717995,1A,Slab-on-Grade,not-elevated,Clearly Not Elevated,0,14.73648036,,imagery,High,"some sort of comercial gift shop type building, clearly used on ground floor",4.188225604,3.848225604,4.528225604,4.920097059,4.020097059,5.820097059
FMB0137,26.450802,-81.946278,496537795,RES1-1SNB,W,76RWF323+8FH-2-1-2-2,RES,576,C,1.5,66896.9017,33448.4508,AE,3.364574,destroyed,single family,yes,yes,,yes,no,1,DS5,DS5,DS6,DS3,DS3,DS6,6,DS6,High,Aerial+OSU,Full,"foundation is completely damaged, house is no longer attached to the ground with irreparable damage",10228033,137 PEARL ST,single family residential,Residential,1,1939,1981,22412,787.996848,,,,,,,,,,,,,,,,,1.32,2.86,262.534617,8,Crawlspace,elevated,Clearly Elevated,2.037565217,,1.053913043,imagery,High,,4.089972306,3.749972306,4.429972306,4.487239731,4.147239731,4.827239731
FMB0138,26.452878,-81.946968,496537796,RES1-1SNB,C,76RWF333+563-2-1-3-2,RES,640,C,1.5,70771.7529,35385.8764,AE,3.242182,major,commercial,yes,yes,The pictures show the front and back of the house. Damage detail talks about waterline and structural damage.,yes,no,1,DS0,DS0,DS0,DS0,DS0,DS0,0,DS0,High,Aerial+StEER,Full,The building is still intact looks like no damage was experienced.,10228287,271 VIRGINIA AV,single family residential,Residential,1,1947,1979,36844,878.00407,,,,,,,,,,,,,,,,,0.79,3.13,458.199787,1B,Slab-on-Grade,elevated,Clearly Elevated,2.852830189,,,imagery,High,,3.93344017,3.59344017,4.27344017,4.136818811,3.796818811,4.476818811
FMB0139,26.453828,-81.948356,496537797,RES1-1SNB,W,76RWF332+GMJ-2-3-3-2,RES,1108,C,1.5,116431.263,58215.6318,AE,3.747885,major,single family,yes,yes,The pictures show the front of the house. Damage detail talks about waterline and non-structural damage to the roof.,yes,yes,1,DS1,DS0,DS0,DS0,DS0,DS1,1,DS0,High,Aerial+Lee County,Full,The building is still intact and looks like minor damage. Roof; some of the shingles are missing leaving the sheathing exposed.,10228220,250 MIRAMAR ST,single family residential,Residential,1,1946,1984,85567,2610.915199,,,,,,,,,,,,,,,,,1.12,3.25,486.984248,8,Crawlspace,elevated,Clearly Elevated,2.382655827,,,imagery,High,,3.910412602,3.570412602,4.250412602,4.100183892,3.760183892,4.440183892
FMB0140,26.451701,-81.948366,496537798,RES1-1SNB,W,76RWF322+MMJ-2-2-3-3,RES,1477,I,8,137260.887,68630.4438,AE,3.8564,major,single family,yes,yes,The pictures show the front of the house. The damage detail talks about failure to structural wall members,yes,yes,1,DS2,DS1,,DS2,DS0,DS2,2,,Medium,Aerial+StEER,Partial,The building is still intact for the most part. Roof; a good amount of the shingles are missing (15-50%). Walls; some cladding in the front wall. Foundation; Not able to see due to debris covering it. Attachments; the stair case leading to the back deck is damaged.,10228204,146 MIRAMAR ST,single family residential,Residential,1,1973,1984,80186,1774.994756,,,,,,,,,,,,,,,,,0.94,3.8,272.743887,8,Crawlspace,elevated,Clearly Elevated,3.63270936,,2.889655172,imagery,High,slight approximation for first floor location,4.08180489,3.74180489,4.42180489,4.462315559,4.122315559,4.802315559
FMB0141,26.453985,-81.949878,496537799,RES1-1SNB,W,76RWF332+H2X-2-3-2-2,RES,1216,W,1.5,105344.34,52672.1703,AE,4.139567,major,single family,no,yes,1 good picture,yes,no,1,DS2,DS1,DS0,DS1,DS0,DS2,2,DS1,High,Aerial+Lee County,Full,Damage to roof is not seen directly but there are a lot of tarps signaling damage. Minor damage to walls and stairway,10228051,267 CAROLINA AVE,single family residential,Residential,1,1976,1990,148615,2968.867299,,,,,,,,,,,,,,,,,1.43,4.49,439.018689,6,Piles/Columns,not-elevated,Unlikely Elevated,0,7.970536913,6.899228188,imagery,High,bottom story has entrance and ac units.,3.948785049,3.608785049,4.288785049,4.162727607,3.822727607,4.502727607
FMB0142,26.455254,-81.951897,496537800,RES1-1SNB,W,76RWF24X+465-1-2-2-3,RES,1446,I,8,116888.173,58444.0867,AE,4.697121,minor,single family,no,yes,"Building looks to be in good condition, it was under construction but mostly built during storm.",yes,no,2,DS0,DS0,DS0,DS0,DS0,DS0,0,DS0,,Aerial+Lee County,Full,"Mostly built new construction, unable to get height due to this fact",,,,,,,,,,,,,,,,,,,,,,,,,,1.44,4.73,470.4141,7,Wall,elevated,Likely Elevated,11.29513798,23.55059133,,imagery,High,"structure isnt visible before storm, OSU data was only imagery available as this was a recent construction ",3.92366872,3.58366872,4.26366872,4.120959859,3.780959859,4.460959859
FMB0143,26.455028,-81.953535,496537801,RES1-3SNB,W,76RWF24W+2H8-1-2-2-1,RES,2120,I,8,160604.958,80302.4793,AE,2.711647,destroyed,commercial,yes,yes,the report says the building is damaged however I don’t believe the image they show if for the building this nsi dot is under. ,no,no,1,DS0,,,DS0,,DS0,0,,High,Aerial+Lee County,Partial,"Noaa footage showed no damge to the roof and no aatchments removed. Their was no steer or osu footage so I couldn’t get any recordings on the openings, walls and foundation. What what I could see though I have high confidence in my answers.",10228392,402-406 CRESCENT ST,single family residential,Residential,1,1959,1979,22448,1635.928736,,,,,,,,,,,,,,,,,1.21,3.3,371.220169,1A,Slab-on-Grade,not-elevated,Clearly Not Elevated,0,,,imagery,Medium,"structure has no line of sight but appears to mirror other buildings within the same resort, which are all slab on grade with 0 ffe",4.003023865,3.663023865,4.343023865,4.265935691,3.925935691,4.605935691
FMB0144,26.452906,-81.953651,496537802,RES3A,W,76RWF23W+5G9-2-3-3-3,RES,1991.16,S,0.5,283708.955,141854.477,AE,4.853396,destroyed,commercial,yes,yes,The damage notes talk about the building being completely destoryed. The picture shows the left over ruble.,no,no,1,DS5,DS5,DS6,DS3,DS3,DS6,6,DS6,High,Aerial+StEER,Full,Noaa and steer showed building was completely destryoed. ,10456515,118/122 CRESENT ST,commercial,Commercial,1,1958,1988,120988,2247.742978,,,,,,,,,,,,,,,,,1.22,4.62,158.877402,1A,Slab-on-Grade,not-elevated,Clearly Not Elevated,0,,,imagery,High,Slab on grade,4.172898078,3.832898078,4.512898078,4.828646825,3.928646825,5.728646825
FMB0145,26.452689,-81.946579,496537803,RES1-1SNB,W,76RWF333+39F-3-2-2-2,RES,1445,I,8,116834.925,58417.4629,AE,4.611491,minor,single family,yes,yes,The pictures show the front of the house. Damage detail talks about how it’s a total loss and the foundation remains.,yes,yes,1,DS1,DS0,DS0,DS0,DS3,DS3,3,DS3,High,Aerial+StEER,Full,The building is still intact for the most part. Roof; some soffit damage. Openings; one of the garage doors is bent.,10228272,250 VIRGINIA AVE,single family residential,Residential,1,2001,2003,324486,2775.27061,,,,,,,,,,,,,,,,,1.14,4.73,449.08537,7,Wall,elevated,Probably Elevated,8.871085526,,,imagery,High,stair count is approximate,3.940731704,3.600731704,4.280731704,4.148971887,3.808971887,4.488971887
FMB0146,26.452953,-81.94834,496537804,RES1-1SNB,W,76RWF332+5MM-2-2-2-2,RES,640,I,8,70771.7529,35385.8764,AE,4.442372,minor,single family,yes,yes,The pictures show the front of the house. Damage detail talks about damage to mechanical components and non-structural damage to the roof.,yes,yes,1,DS1,DS0,DS0,DS3,DS3,DS3,3,DS3,High,Aerial+StEER,Full,"The building is still intact for the most part. Roof; some shingles are out of place/ missing. Also, there is some soffit damage. Attachments; There once was a gazebo on top of the deck that is no longer there. Openings; the garage door is destroyed. There is a big sheet of plywood covering a window and the main entrance. Assuming that means they are either damaged or destroyed.",10228214,226 MIRAMAR ST,single family residential,Residential,1,1973,1981,102664,1022.505645,,,,,,,,,,,,,,,,,1.16,4.72,398.260717,7,Wall,elevated,Probably Elevated,9.271875,,,imagery,High,stair count is approximate,3.981391426,3.641391426,4.321391426,4.222367807,3.882367807,4.562367807
FMB0147,26.452658,-81.948697,496537805,RES1-1SNB,W,76RWF332+3G7-2-3-3-2,RES,1104,S,0.5,99755.9138,49877.9569,AE,3.575728,major,single family,yes,yes,The pictures show the front of the house. Damage detail talks about the waterline and how the foundation only remains.,no,no,1,DS0,DS0,DS0,DS1,DS0,DS1,1,DS1,High,Aerial+StEER,Full,The building is still intact and looks like minor damage. Attachments; a screen door was broken.,10228235,207 MIRAMAR ST,single family residential,Residential,1,1968,1979,49910,1920.00877,,,,,,,,,,,,,,,,,1.46,4.25,355.068646,1A,Slab-on-Grade,not-elevated,Clearly Not Elevated,0,,,imagery,High,slab on grade.,4.015945083,3.675945083,4.355945083,4.293731797,3.953731797,4.633731797
FMB0148,26.45184,-81.948696,496537806,RES1-1SNB,W,76RWF322+PGM-3-3-3-3,RES,1459,I,8,117576.917,58788.4586,AE,3.653414,major,single family,yes,yes,The pictures show the front of the house. Damage detail talks about the waterline and how the foundation only remains.,yes,yes,1,DS0,DS0,DS0,DS0,DS0,DS0,0,DS0,High,Aerial+StEER,Full,"The building is still intact for the most part, experienced little to no damage.",10228229,157 MIRAMAR ST,single family residential,Residential,1,2008,2008,278059,2114.810149,,,,,,,,,,,,,,,,,1.12,3.99,272.021605,7,Wall,elevated,Likely Elevated,9.6679941,,,imagery,High,first floor appears to be all garages and storage,4.082382716,3.742382716,4.422382716,4.464043483,4.124043483,4.804043483
FMB0149,26.454404,-81.950545,496537807,RES1-2SNB,W,76RWF23X+QQ8-2-3-3-3,RES,3216,I,8,235529.908,117764.954,AE,3.267153,minor,single family,yes,yes,No visible damage,yes,,2,DS0,DS0,DS0,DS0,DS0,DS0,0,DS0,,Aerial+Lee County,Full,"No visible damage, new construction",10228084,425 PALERMO CIR,single family residential,Residential,2,2014,2014,788883,3014.286833,,,,,,,,,,,,,,,,,1.29,4.78,456.878206,7,Wall,elevated,Likely Elevated,12.15141956,25.51798107,,imagery,Medium,some vague placements for ffe and nhf as the visibility wasnt perfect at the ground,3.934497435,3.594497435,4.274497435,4.138563736,3.798563736,4.478563736
FMB0150,26.452155,-81.950721,496537808,RES1-1SNB,W,76RWF22X+VP6-3-3-4-2,RES,1701,P,8,130531.992,65265.9962,AE,4.964897,major,single family,no,yes,1 good picture,no,no,2,DS3,DS4,,,DS3,DS4,4,,High,Aerial+Lee County,Partial,Very heavy damage to roof frame and walls. openings were destroyed,10228062,1403 SANTOS RD,single family residential,Residential,1,1950,1984,149183,1791.002865,,,,,,,,,,,,,,,,,1.14,3.75,219.566658,7,Wall,not-elevated,Unlikely Elevated,10.67748405,,,imagery,Medium,poor angle and poor line of sight,4.124346674,3.784346674,4.464346674,4.605871521,4.265871521,4.945871521
FMB0151,26.450313,-81.946567,496537809,COM4,W,76RWF323+49F-4-3-4-3,COM,13380.18,S,0.5,1038712.62,1038712.62,AE,4.270389,major,commercial,yes,yes,The pictures show the front of the house. Damage detail talks about the water line and how only the foundation remains.,no,no,1,DS0,DS1,DS0,DS0,DS3,DS3,3,DS3,High,Aerial+StEER,Full,The building is still intact for the most part. Walls; there are some minor cladding and scratches. Openings; all windows and doors are destroyed.,10228261,2001 ESTERO BLVD,OFFICE/MEDICAL,Commercial,1,1947,2005,272645,3898.007395,,,,,,,,,,,,,,,,,1.18,4.45,201.264803,1A,Slab-on-Grade,not-elevated,Clearly Not Elevated,0,,,imagery,High,slab on grade.,4.138988158,3.798988158,4.478988158,4.664771864,4.324771864,5.004771864
FMB0152,26.452126,-81.947652,496537810,RES1-1SNB,W,76RWF322+VW5-2-3-4-3,RES,1124,S,0.5,100790.547,50395.2737,AE,4.586391,major,single family,yes,yes,The pictures show the front of the house. Damage detail talks about the waterline and non-structural roof damage.,yes,yes,1,DS0,DS0,DS0,DS0,DS3,DS3,3,DS3,High,Aerial+StEER,Full,The building is still intact for the most part. Openings; the windows that are on the garage walls are broken along with the actual garage door.,10228298,250 OHIO AVE,single family residential,Residential,1,1955,1983,54975,2853.237515,,,,,,,,,,,,,,,,,1.4,5.04,348.851086,1B,Slab-on-Grade,elevated,Clearly Elevated,3.348214286,,,imagery,High,slab on grade.,4.020919131,3.680919131,4.360919131,4.304820636,3.964820636,4.644820636
FMB0153,26.45225,-81.948716,496537811,RES1-1SNB,W,76RWF322+VGV-3-2-2-3,RES,1450,W,1.5,117100.782,58550.391,AE,4.013363,major,single family,yes,yes,The pictures show the front of the house. Damage detail talks about the waterline and how the foundation only remains.,yes,yes,1,DS3,DS1,DS0,DS0,DS0,DS3,3,DS1,High,Aerial+StEER,Full,The building is still intact for the most part. Roof; roughly half of the shingles are gone. Walls; there are some minor scratches. ,10228232,193 MIRAMAR ST,single family residential,Residential,1,1960,1989,135370,2279.396424,,,,,,,,,,,,,,,,,1.25,4.23,312.000101,7,Wall,elevated,Likely Elevated,7.149966273,,,imagery,Medium,first floor is at least a foot taller than the top of their garage door and 7 foot measurement foes not make sense compared to that. I believe stair count more than pixel measurement,4.050399919,3.710399919,4.390399919,4.375562798,4.035562798,4.715562798
FMB0154,26.453296,-81.949019,496537812,RES1-2SNB,M,76RWF332+899-2-2-1-3,RES,1632,S,0.5,136298.185,68149.0925,AE,4.497101,major,single family,yes,yes,The pictures show the front of the house. Damage detail talks about the waterline and how the foundation only remains.,yes,yes,1,DS1,DS0,DS0,DS0,DS0,DS1,1,DS0,High,Aerial+Lee County,Full,The building is still intact and looks like minor damage. Roof; there is a good amount of shingles missing.,10227983,254 OSTEGO DR,single family residential,Residential,1,1983,1989,133432,1440.004675,,,,,,,,,,,,,,,,,1.32,4.56,406.698111,6,Piles/Columns,elevated,Probably Elevated,9.179523142,,7.637363254,imagery,High,stair count is approximate,3.974641511,3.634641511,4.314641511,4.209463788,3.869463788,4.549463788
