,agent_id,origin_nid,destin_nid,hour,quarter,tour_category,person_id
4998,4998,2173,186,7,1,INDIVIDUAL_NON_MANDATORY,4165752
9671,9671,2396,1542,7,0,INDIVIDUAL_NON_MANDATORY,5484568
14574,14574,614,730,8,0,INDIVIDUAL_NON_MANDATORY,198868
11237,11237,2424,26,8,4,INDIVIDUAL_NON_MANDATORY,3231613
14457,14457,1651,84,8,1,INDIVIDUAL_NON_MANDATORY,5675733
11287,11287,2424,2395,7,1,INDIVIDUAL_NON_MANDATORY,7005291
4011,4011,2173,2459,8,3,INDIVIDUAL_NON_MANDATORY,2773302
23110,23110,2355,1869,7,1,INDIVIDUAL_NON_MANDATORY,5486282
15697,15697,1884,873,8,2,INDIVIDUAL_NON_MANDATORY,3148803
4894,4894,2627,84,8,4,INDIVIDUAL_NON_MANDATORY,2936694
19398,19398,269,2354,8,4,INDIVIDUAL_NON_MANDATORY,2087423
15760,15760,324,2354,8,0,INDIVIDUAL_NON_MANDATORY,2013426
12320,12320,1636,1542,8,0,INDIVIDUAL_NON_MANDATORY,7733290
17522,17522,2337,2354,7,3,INDIVIDUAL_NON_MANDATORY,848340
24222,24222,1295,2354,8,3,INDIVIDUAL_NON_MANDATORY,2990035
21685,21685,2708,945,8,0,INDIVIDUAL_NON_MANDATORY,7176567
15086,15086,2218,84,8,3,INDIVIDUAL_NON_MANDATORY,1048304
21936,21936,1922,2354,8,3,INDIVIDUAL_NON_MANDATORY,5486332
11061,11061,2424,1838,8,2,INDIVIDUAL_NON_MANDATORY,3231660
17642,17642,1884,904,7,2,INDIVIDUAL_NON_MANDATORY,2013457
18232,18232,624,2504,8,1,INDIVIDUAL_NON_MANDATORY,4048023
20997,20997,232,1634,8,4,INDIVIDUAL_NON_MANDATORY,888022
10805,10805,2391,1542,7,5,INDIVIDUAL_NON_MANDATORY,6642643
22228,22228,666,2354,8,0,INDIVIDUAL_NON_MANDATORY,5774060
27408,27408,2355,2573,8,3,INDIVIDUAL_NON_MANDATORY,2019246
15274,15274,111,1542,7,2,INDIVIDUAL_NON_MANDATORY,54504
8961,8961,2112,441,8,0,INDIVIDUAL_NON_MANDATORY,7004938
13893,13893,1086,84,8,5,INDIVIDUAL_NON_MANDATORY,4939004
6532,6532,1884,1779,7,5,INDIVIDUAL_NON_MANDATORY,1177140
8111,8111,2173,825,8,1,INDIVIDUAL_NON_MANDATORY,1047941
11536,11536,1342,84,8,5,INDIVIDUAL_NON_MANDATORY,7322215
5693,5693,1884,558,7,3,INDIVIDUAL_NON_MANDATORY,5773382
21928,21928,1035,2354,8,2,INDIVIDUAL_NON_MANDATORY,2612357
4820,4820,1578,2431,8,5,INDIVIDUAL_NON_MANDATORY,1362369
14400,14400,2015,1449,8,2,INDIVIDUAL_NON_MANDATORY,5020445
11290,11290,2424,2687,8,1,INDIVIDUAL_NON_MANDATORY,7005258
21370,21370,605,125,7,5,INDIVIDUAL_NON_MANDATORY,7323925
13915,13915,2173,614,8,1,INDIVIDUAL_NON_MANDATORY,6046342
14067,14067,927,910,8,0,INDIVIDUAL_NON_MANDATORY,5773885
3529,3529,2355,1978,8,5,INDIVIDUAL_NON_MANDATORY,7605390
12071,12071,1495,1542,7,4,INDIVIDUAL_NON_MANDATORY,3089520
9221,9221,1003,2059,7,3,INDIVIDUAL_NON_MANDATORY,1273183
22643,22643,1921,2354,7,5,INDIVIDUAL_NON_MANDATORY,7324301
7943,7943,2173,1299,7,3,INDIVIDUAL_NON_MANDATORY,3148475
27357,27357,2355,1246,7,1,INDIVIDUAL_NON_MANDATORY,547331
3736,3736,1978,1542,7,3,INDIVIDUAL_NON_MANDATORY,4835720
17291,17291,591,2354,7,1,INDIVIDUAL_NON_MANDATORY,5343706
5211,5211,2173,558,7,0,INDIVIDUAL_NON_MANDATORY,1531092
5409,5409,336,2059,7,5,INDIVIDUAL_NON_MANDATORY,2394264
23507,23507,723,2354,8,2,INDIVIDUAL_NON_MANDATORY,824413
5010,5010,2173,25,8,5,INDIVIDUAL_NON_MANDATORY,4276257
18513,18513,321,1137,8,0,INDIVIDUAL_NON_MANDATORY,587888
19363,19363,2355,1582,7,0,INDIVIDUAL_NON_MANDATORY,5486095
12384,12384,2445,1542,8,0,INDIVIDUAL_NON_MANDATORY,442586
2481,2481,2424,541,7,5,INDIVIDUAL_NON_MANDATORY,3087516
8441,8441,1131,2431,8,3,INDIVIDUAL_NON_MANDATORY,7550197
9640,9640,1884,2408,7,1,INDIVIDUAL_NON_MANDATORY,2887282
21359,21359,1154,1176,8,3,INDIVIDUAL_NON_MANDATORY,4763144
15667,15667,1514,103,7,2,INDIVIDUAL_NON_MANDATORY,7322388
24604,24604,2355,835,8,5,INDIVIDUAL_NON_MANDATORY,4939581
2366,2366,2424,2486,8,4,INDIVIDUAL_NON_MANDATORY,221207
18483,18483,765,2354,7,3,INDIVIDUAL_NON_MANDATORY,5959468
17979,17979,450,456,8,0,INDIVIDUAL_NON_MANDATORY,2989085
14171,14171,2173,785,7,5,INDIVIDUAL_NON_MANDATORY,5773946
18029,18029,2349,1430,8,2,INDIVIDUAL_NON_MANDATORY,2041907
9501,9501,2220,621,7,1,INDIVIDUAL_NON_MANDATORY,5959380
6374,6374,2355,1977,8,2,INDIVIDUAL_NON_MANDATORY,1365111
23852,23852,386,2354,8,5,INDIVIDUAL_NON_MANDATORY,7804547
18071,18071,264,2354,8,5,INDIVIDUAL_NON_MANDATORY,3983355
22752,22752,120,119,8,4,INDIVIDUAL_NON_MANDATORY,1812636
22902,22902,695,505,7,4,INDIVIDUAL_NON_MANDATORY,159594
7788,7788,65,2431,7,3,INDIVIDUAL_NON_MANDATORY,7524398
5158,5158,2173,515,7,0,INDIVIDUAL_NON_MANDATORY,2393748
13478,13478,2441,84,8,0,INDIVIDUAL_NON_MANDATORY,1366790
5301,5301,2173,991,8,5,INDIVIDUAL_NON_MANDATORY,1510585
21402,21402,2355,1160,8,0,INDIVIDUAL_NON_MANDATORY,4492588
10878,10878,1101,2317,8,4,INDIVIDUAL_NON_MANDATORY,6519967
5399,5399,1884,828,8,5,INDIVIDUAL_NON_MANDATORY,6244677
10755,10755,2104,1542,8,0,INDIVIDUAL_NON_MANDATORY,3176225
12154,12154,1672,1542,8,3,INDIVIDUAL_NON_MANDATORY,1511812
7383,7383,2355,141,8,0,INDIVIDUAL_NON_MANDATORY,2689676
4735,4735,1884,1944,8,0,INDIVIDUAL_NON_MANDATORY,4101774
17561,17561,1194,2354,8,5,INDIVIDUAL_NON_MANDATORY,2257879
11247,11247,1002,2059,7,2,INDIVIDUAL_NON_MANDATORY,5219362
18920,18920,1929,2354,8,4,INDIVIDUAL_NON_MANDATORY,398250
10637,10637,54,1,8,2,INDIVIDUAL_NON_MANDATORY,1366312
13742,13742,341,1299,8,5,INDIVIDUAL_NON_MANDATORY,1511875
8396,8396,1714,433,8,2,INDIVIDUAL_NON_MANDATORY,2937131
7230,7230,1619,84,8,4,INDIVIDUAL_NON_MANDATORY,2110611
19580,19580,313,1547,8,5,INDIVIDUAL_NON_MANDATORY,7323608
23151,23151,1110,2354,8,3,INDIVIDUAL_NON_MANDATORY,825415
5461,5461,1884,111,8,5,INDIVIDUAL_NON_MANDATORY,6245203
17720,17720,1041,1000,7,2,INDIVIDUAL_NON_MANDATORY,5485867
26894,26894,2355,2708,8,0,INDIVIDUAL_NON_MANDATORY,3442791
13341,13341,99,84,8,0,INDIVIDUAL_NON_MANDATORY,3704838
22508,22508,1891,2694,8,0,INDIVIDUAL_NON_MANDATORY,6047169
12374,12374,2173,2554,8,4,INDIVIDUAL_NON_MANDATORY,7514957
13367,13367,286,84,7,5,INDIVIDUAL_NON_MANDATORY,5675671
23371,23371,1517,2354,7,5,INDIVIDUAL_NON_MANDATORY,2989437
6090,6090,2720,2354,8,5,INDIVIDUAL_NON_MANDATORY,5673292
8818,8818,1759,336,8,0,INDIVIDUAL_NON_MANDATORY,1047971
2698,2698,2424,2461,7,4,INDIVIDUAL_NON_MANDATORY,742018
23798,23798,378,2354,7,1,INDIVIDUAL_NON_MANDATORY,7490367
21851,21851,2102,2354,8,4,INDIVIDUAL_NON_MANDATORY,5486294
10472,10472,2460,1542,7,3,INDIVIDUAL_NON_MANDATORY,6045939
255,255,2355,1846,7,1,INDIVIDUAL_NON_MANDATORY,3489433
15394,15394,1660,104,8,5,INDIVIDUAL_NON_MANDATORY,7872277
15119,15119,2355,1504,8,2,INDIVIDUAL_NON_MANDATORY,1770816
13585,13585,862,2272,7,3,INDIVIDUAL_NON_MANDATORY,3813977
13509,13509,25,84,7,1,INDIVIDUAL_NON_MANDATORY,627023
19982,19982,1487,1245,8,0,INDIVIDUAL_NON_MANDATORY,398325
3939,3939,1018,2431,7,3,INDIVIDUAL_NON_MANDATORY,6999046
10502,10502,1594,1235,8,2,INDIVIDUAL_NON_MANDATORY,3348222
6416,6416,694,1542,8,5,INDIVIDUAL_NON_MANDATORY,442240
27185,27185,1857,84,8,2,INDIVIDUAL_NON_MANDATORY,7810677
5261,5261,2173,128,8,3,INDIVIDUAL_NON_MANDATORY,2257461
11035,11035,448,1542,8,3,INDIVIDUAL_NON_MANDATORY,2169524
7351,7351,1060,84,8,5,INDIVIDUAL_NON_MANDATORY,1841184
11926,11926,1944,1542,8,0,INDIVIDUAL_NON_MANDATORY,2556579
4811,4811,1884,2684,7,0,INDIVIDUAL_NON_MANDATORY,2774391
12541,12541,119,1542,8,3,INDIVIDUAL_NON_MANDATORY,2012917
13790,13790,977,998,8,5,INDIVIDUAL_NON_MANDATORY,1366904
23447,23447,2502,2354,7,0,INDIVIDUAL_NON_MANDATORY,824914
9929,9929,425,1542,7,2,INDIVIDUAL_NON_MANDATORY,3122071
5030,5030,1569,2431,8,5,INDIVIDUAL_NON_MANDATORY,944424
13907,13907,152,449,8,3,INDIVIDUAL_NON_MANDATORY,569143
2667,2667,2424,271,8,1,INDIVIDUAL_NON_MANDATORY,1040929
28069,28069,2355,27,7,2,INDIVIDUAL_NON_MANDATORY,7022148
21100,21100,1015,2354,8,2,INDIVIDUAL_NON_MANDATORY,5866646
24371,24371,1553,2451,7,0,INDIVIDUAL_NON_MANDATORY,824646
9979,9979,2424,327,7,1,INDIVIDUAL_NON_MANDATORY,945253
23515,23515,244,1492,8,1,INDIVIDUAL_NON_MANDATORY,825041
19521,19521,2130,2361,8,4,INDIVIDUAL_NON_MANDATORY,384125
3941,3941,2517,2431,7,0,INDIVIDUAL_NON_MANDATORY,3837829
10009,10009,542,1542,7,1,INDIVIDUAL_NON_MANDATORY,5219279
6100,6100,2355,1423,7,3,INDIVIDUAL_NON_MANDATORY,7884275
449,449,2355,2350,8,0,INDIVIDUAL_NON_MANDATORY,33602
17982,17982,1950,2354,8,3,INDIVIDUAL_NON_MANDATORY,2989088
20188,20188,740,1654,7,3,INDIVIDUAL_NON_MANDATORY,4763021
16880,16880,907,2354,8,2,INDIVIDUAL_NON_MANDATORY,3414753
28407,28407,2173,149,7,0,INDIVIDUAL_NON_MANDATORY,2025177
20832,20832,805,2354,7,5,INDIVIDUAL_NON_MANDATORY,3414764
24560,24560,1182,2042,8,4,INDIVIDUAL_NON_MANDATORY,4839421
14021,14021,861,84,7,4,INDIVIDUAL_NON_MANDATORY,4277759
4001,4001,2173,366,8,0,INDIVIDUAL_NON_MANDATORY,1840301
19743,19743,2178,643,8,2,INDIVIDUAL_NON_MANDATORY,2050139
20115,20115,1377,1906,8,5,INDIVIDUAL_NON_MANDATORY,4763039
22925,22925,210,2354,8,0,INDIVIDUAL_NON_MANDATORY,2373774
26465,26465,832,2354,7,0,INDIVIDUAL_NON_MANDATORY,58218
24543,24543,2436,2354,8,4,INDIVIDUAL_NON_MANDATORY,7490023
1400,1400,2424,2106,8,5,INDIVIDUAL_NON_MANDATORY,3218848
7610,7610,88,138,8,4,INDIVIDUAL_NON_MANDATORY,1273002
8645,8645,996,333,8,0,INDIVIDUAL_NON_MANDATORY,3562908
18622,18622,2355,741,8,0,INDIVIDUAL_NON_MANDATORY,6046938
11098,11098,2424,1397,7,0,INDIVIDUAL_NON_MANDATORY,5343621
16025,16025,1417,2354,7,3,INDIVIDUAL_NON_MANDATORY,5307230
26002,26002,367,2354,8,1,INDIVIDUAL_NON_MANDATORY,1178048
11614,11614,2424,54,8,3,INDIVIDUAL_NON_MANDATORY,7501828
10739,10739,2307,1542,7,5,INDIVIDUAL_NON_MANDATORY,1111195
5269,5269,2173,1072,8,1,INDIVIDUAL_NON_MANDATORY,7176020
9344,9344,2355,2078,7,1,INDIVIDUAL_NON_MANDATORY,5219263
12982,12982,1774,84,7,0,INDIVIDUAL_NON_MANDATORY,3122169
3115,3115,2424,530,8,3,INDIVIDUAL_NON_MANDATORY,5862968
2142,2142,2424,485,7,0,INDIVIDUAL_NON_MANDATORY,4602393
10715,10715,303,1542,8,1,INDIVIDUAL_NON_MANDATORY,3982850
15527,15527,1504,84,8,4,INDIVIDUAL_NON_MANDATORY,7681297
5071,5071,2173,335,8,1,INDIVIDUAL_NON_MANDATORY,791409
24460,24460,2483,2354,8,3,INDIVIDUAL_NON_MANDATORY,4939192
5947,5947,1884,2480,8,1,INDIVIDUAL_NON_MANDATORY,569081
5686,5686,1884,1981,7,4,INDIVIDUAL_NON_MANDATORY,5218164
10951,10951,2098,2229,8,4,INDIVIDUAL_NON_MANDATORY,1882719
23186,23186,2647,789,7,4,INDIVIDUAL_NON_MANDATORY,825260
22318,22318,207,2354,7,3,INDIVIDUAL_NON_MANDATORY,587993
20697,20697,2465,107,7,5,INDIVIDUAL_NON_MANDATORY,2887997
13311,13311,1667,84,7,1,INDIVIDUAL_NON_MANDATORY,5042472
20693,20693,222,2354,8,5,INDIVIDUAL_NON_MANDATORY,707263
6573,6573,1884,1852,8,0,INDIVIDUAL_NON_MANDATORY,1644498
1585,1585,2424,1388,8,4,INDIVIDUAL_NON_MANDATORY,4830240
16916,16916,1047,650,8,2,INDIVIDUAL_NON_MANDATORY,1771068
28585,28585,1096,2354,8,0,INDIVIDUAL_NON_MANDATORY,955046
15862,15862,1510,2354,7,3,INDIVIDUAL_NON_MANDATORY,6744063
8087,8087,2664,2431,7,1,INDIVIDUAL_NON_MANDATORY,7004849
25580,25580,1747,2354,7,1,INDIVIDUAL_NON_MANDATORY,4066903
8991,8991,522,2059,8,4,INDIVIDUAL_NON_MANDATORY,1366253
14648,14648,2355,2137,7,0,INDIVIDUAL_NON_MANDATORY,3348293
2283,2283,1681,2059,8,3,INDIVIDUAL_NON_MANDATORY,1838528
22604,22604,563,205,8,5,INDIVIDUAL_NON_MANDATORY,569299
2460,2460,2424,2532,7,4,INDIVIDUAL_NON_MANDATORY,246041
18518,18518,640,2354,8,0,INDIVIDUAL_NON_MANDATORY,198887
14608,14608,861,84,8,5,INDIVIDUAL_NON_MANDATORY,4277743
8543,8543,2173,1839,8,4,INDIVIDUAL_NON_MANDATORY,1580358
18735,18735,2179,2354,8,1,INDIVIDUAL_NON_MANDATORY,2887834
18218,18218,2637,2354,7,3,INDIVIDUAL_NON_MANDATORY,4615406
26225,26225,2355,753,8,1,INDIVIDUAL_NON_MANDATORY,222956
26870,26870,2355,2171,8,0,INDIVIDUAL_NON_MANDATORY,5120358
6457,6457,2493,2354,8,2,INDIVIDUAL_NON_MANDATORY,3307991
10165,10165,1884,867,7,5,INDIVIDUAL_NON_MANDATORY,3393925
14626,14626,2315,84,7,0,INDIVIDUAL_NON_MANDATORY,3483358
19041,19041,260,2354,7,4,INDIVIDUAL_NON_MANDATORY,7804451
15134,15134,688,1545,8,2,INDIVIDUAL_NON_MANDATORY,1652987
10740,10740,1884,2439,8,2,INDIVIDUAL_NON_MANDATORY,1111195
114,114,2355,1692,8,0,INDIVIDUAL_NON_MANDATORY,1216792
19028,19028,1203,2044,8,0,INDIVIDUAL_NON_MANDATORY,7323241
5074,5074,2173,2317,8,5,INDIVIDUAL_NON_MANDATORY,6244141
6641,6641,1763,84,8,3,INDIVIDUAL_NON_MANDATORY,3283410
18360,18360,454,1090,8,2,INDIVIDUAL_NON_MANDATORY,54618
5483,5483,1884,1253,8,1,INDIVIDUAL_NON_MANDATORY,289016
20551,20551,2173,965,7,3,INDIVIDUAL_NON_MANDATORY,1048628
8846,8846,520,2059,8,1,INDIVIDUAL_NON_MANDATORY,6743725
18782,18782,2424,293,8,1,INDIVIDUAL_NON_MANDATORY,7006308
3877,3877,291,84,7,1,INDIVIDUAL_NON_MANDATORY,4610021
8501,8501,799,2059,8,0,INDIVIDUAL_NON_MANDATORY,1461259
21837,21837,1831,2354,8,3,INDIVIDUAL_NON_MANDATORY,3563963
19326,19326,1623,2354,7,5,INDIVIDUAL_NON_MANDATORY,159240
23564,23564,2585,2354,8,3,INDIVIDUAL_NON_MANDATORY,3900384
21012,21012,2355,805,7,4,INDIVIDUAL_NON_MANDATORY,4373102
10231,10231,1223,1542,8,4,INDIVIDUAL_NON_MANDATORY,4986197
22943,22943,1746,2354,7,3,INDIVIDUAL_NON_MANDATORY,4615833
7524,7524,120,294,7,4,INDIVIDUAL_NON_MANDATORY,5019979
15669,15669,323,2354,7,2,INDIVIDUAL_NON_MANDATORY,1421000
13137,13137,1884,105,7,1,INDIVIDUAL_NON_MANDATORY,5933491
5039,5039,2173,2486,8,2,INDIVIDUAL_NON_MANDATORY,222148
7026,7026,296,84,7,3,INDIVIDUAL_NON_MANDATORY,3033267
14651,14651,2138,84,8,1,INDIVIDUAL_NON_MANDATORY,5803669
6676,6676,932,1718,7,2,INDIVIDUAL_NON_MANDATORY,3320451
10150,10150,2393,1542,7,4,INDIVIDUAL_NON_MANDATORY,5307086
27428,27428,2355,1449,8,2,INDIVIDUAL_NON_MANDATORY,7636320
16099,16099,2318,2354,8,0,INDIVIDUAL_NON_MANDATORY,4986352
9759,9759,1884,328,8,0,INDIVIDUAL_NON_MANDATORY,3273965
4789,4789,1884,1031,8,3,INDIVIDUAL_NON_MANDATORY,3921875
13534,13534,972,84,7,3,INDIVIDUAL_NON_MANDATORY,3033406
1735,1735,2424,274,7,4,INDIVIDUAL_NON_MANDATORY,2391804
7134,7134,853,84,8,2,INDIVIDUAL_NON_MANDATORY,1366027
13476,13476,2645,84,8,5,INDIVIDUAL_NON_MANDATORY,311532
22469,22469,2094,2354,7,2,INDIVIDUAL_NON_MANDATORY,7006662
10670,10670,794,1542,7,2,INDIVIDUAL_NON_MANDATORY,1647054
16917,16917,1125,1080,8,2,INDIVIDUAL_NON_MANDATORY,1771068
16994,16994,1044,346,8,4,INDIVIDUAL_NON_MANDATORY,1177776
27897,27897,2355,1480,7,0,INDIVIDUAL_NON_MANDATORY,2524706
5465,5465,1884,2007,7,5,INDIVIDUAL_NON_MANDATORY,744546
15784,15784,1524,2354,8,4,INDIVIDUAL_NON_MANDATORY,7681342
5047,5047,2173,1486,8,5,INDIVIDUAL_NON_MANDATORY,764032
11030,11030,693,1542,8,1,INDIVIDUAL_NON_MANDATORY,5484607
5182,5182,2412,1542,8,1,INDIVIDUAL_NON_MANDATORY,361961
17512,17512,1046,842,8,3,INDIVIDUAL_NON_MANDATORY,2073788
13846,13846,862,1333,8,3,INDIVIDUAL_NON_MANDATORY,1882928
6903,6903,854,94,8,0,INDIVIDUAL_NON_MANDATORY,792089
20490,20490,635,2354,8,2,INDIVIDUAL_NON_MANDATORY,3946900
13428,13428,283,84,7,0,INDIVIDUAL_NON_MANDATORY,7571383
824,824,2424,1509,7,5,INDIVIDUAL_NON_MANDATORY,6157635
21434,21434,2203,2354,8,4,INDIVIDUAL_NON_MANDATORY,5261658
14103,14103,2355,1857,7,1,INDIVIDUAL_NON_MANDATORY,5219594
23981,23981,1267,2354,8,0,INDIVIDUAL_NON_MANDATORY,825005
1987,1987,2424,799,8,0,INDIVIDUAL_NON_MANDATORY,4757981
17555,17555,238,2354,8,1,INDIVIDUAL_NON_MANDATORY,4615284
4574,4574,2355,349,8,5,INDIVIDUAL_NON_MANDATORY,3088543
18753,18753,1994,2167,8,2,INDIVIDUAL_NON_MANDATORY,6046734
23879,23879,2613,2109,8,4,INDIVIDUAL_NON_MANDATORY,4939668
19477,19477,1547,758,8,1,INDIVIDUAL_NON_MANDATORY,3905475
27950,27950,776,2354,8,5,INDIVIDUAL_NON_MANDATORY,2941069
15481,15481,1419,115,7,3,INDIVIDUAL_NON_MANDATORY,3705179
4808,4808,1884,801,8,5,INDIVIDUAL_NON_MANDATORY,5343387
6436,6436,2414,1542,8,0,INDIVIDUAL_NON_MANDATORY,365133
16384,16384,2336,326,7,0,INDIVIDUAL_NON_MANDATORY,7872318
4851,4851,2173,959,7,5,INDIVIDUAL_NON_MANDATORY,2537818
10415,10415,300,2411,8,4,INDIVIDUAL_NON_MANDATORY,1111176
25542,25542,719,2354,8,4,INDIVIDUAL_NON_MANDATORY,55033
12259,12259,112,2702,7,0,INDIVIDUAL_NON_MANDATORY,7606006
28106,28106,2355,111,7,3,INDIVIDUAL_NON_MANDATORY,1933839
23841,23841,566,2354,8,0,INDIVIDUAL_NON_MANDATORY,5933807
11049,11049,2424,839,8,1,INDIVIDUAL_NON_MANDATORY,2012748
27644,27644,2355,1317,7,2,INDIVIDUAL_NON_MANDATORY,6052378
17835,17835,193,2354,8,5,INDIVIDUAL_NON_MANDATORY,2989056
1221,1221,2424,392,8,1,INDIVIDUAL_NON_MANDATORY,7869777
11646,11646,2424,2116,8,3,INDIVIDUAL_NON_MANDATORY,7005721
14847,14847,1387,84,8,3,INDIVIDUAL_NON_MANDATORY,7681308
5524,5524,1757,84,7,1,INDIVIDUAL_NON_MANDATORY,7804111
23964,23964,1771,2354,8,4,INDIVIDUAL_NON_MANDATORY,2989300
14828,14828,876,1877,8,4,INDIVIDUAL_NON_MANDATORY,7005978
28249,28249,2173,1909,8,5,INDIVIDUAL_NON_MANDATORY,3577394
5439,5439,1884,576,8,4,INDIVIDUAL_NON_MANDATORY,5773173
13544,13544,2139,1604,7,5,INDIVIDUAL_NON_MANDATORY,3011682
13362,13362,1737,1874,8,3,INDIVIDUAL_NON_MANDATORY,3089537
18627,18627,2289,2051,8,0,INDIVIDUAL_NON_MANDATORY,87262
10577,10577,2299,1542,8,3,INDIVIDUAL_NON_MANDATORY,2611920
12041,12041,2023,1542,8,1,INDIVIDUAL_NON_MANDATORY,5052022
4180,4180,2173,929,8,5,INDIVIDUAL_NON_MANDATORY,3981249
13009,13009,971,84,7,4,INDIVIDUAL_NON_MANDATORY,2012969
16323,16323,948,1559,8,3,INDIVIDUAL_NON_MANDATORY,3197277
12463,12463,1982,1542,8,5,INDIVIDUAL_NON_MANDATORY,3704621
11375,11375,2424,2555,8,0,INDIVIDUAL_NON_MANDATORY,765066
29379,29379,2355,1690,8,3,INDIVIDUAL_NON_MANDATORY,7141580
27974,27974,2355,1066,7,5,INDIVIDUAL_NON_MANDATORY,3444074
20479,20479,1722,2354,8,2,INDIVIDUAL_NON_MANDATORY,553566
14015,14015,2191,1336,8,5,INDIVIDUAL_NON_MANDATORY,6520790
22769,22769,682,2354,7,1,INDIVIDUAL_NON_MANDATORY,5486365
7999,7999,1070,2431,7,0,INDIVIDUAL_NON_MANDATORY,7680283
13379,13379,976,1997,8,5,INDIVIDUAL_NON_MANDATORY,2887558
20227,20227,625,2354,8,0,INDIVIDUAL_NON_MANDATORY,3705548
8000,8000,2173,1957,8,4,INDIVIDUAL_NON_MANDATORY,7680283
22550,22550,1121,1440,8,2,INDIVIDUAL_NON_MANDATORY,15381
2512,2512,2424,610,8,5,INDIVIDUAL_NON_MANDATORY,647244
2604,2604,1179,2354,8,2,INDIVIDUAL_NON_MANDATORY,1037330
15187,15187,1989,109,8,3,INDIVIDUAL_NON_MANDATORY,3838541
5155,5155,1943,1542,8,4,INDIVIDUAL_NON_MANDATORY,3760427
2060,2060,2424,847,8,1,INDIVIDUAL_NON_MANDATORY,84735
16509,16509,2355,2153,7,0,INDIVIDUAL_NON_MANDATORY,3394192
20243,20243,168,2354,7,4,INDIVIDUAL_NON_MANDATORY,2689964
23397,23397,2123,2354,8,1,INDIVIDUAL_NON_MANDATORY,1209313
1696,1696,703,2431,8,3,INDIVIDUAL_NON_MANDATORY,552399
2452,2452,2424,959,8,3,INDIVIDUAL_NON_MANDATORY,845730
23619,23619,1862,2354,7,4,INDIVIDUAL_NON_MANDATORY,826110
22445,22445,198,1252,7,4,INDIVIDUAL_NON_MANDATORY,384134
6589,6589,1884,431,8,4,INDIVIDUAL_NON_MANDATORY,1644235
3875,3875,2437,2354,7,5,INDIVIDUAL_NON_MANDATORY,6998798
23472,23472,1181,2354,8,0,INDIVIDUAL_NON_MANDATORY,823983
24508,24508,2355,1836,7,0,INDIVIDUAL_NON_MANDATORY,823855
16651,16651,237,2354,8,4,INDIVIDUAL_NON_MANDATORY,7322908
3726,3726,2173,1233,7,1,INDIVIDUAL_NON_MANDATORY,942751
17046,17046,2355,1586,7,3,INDIVIDUAL_NON_MANDATORY,2281740
21609,21609,557,2354,7,4,INDIVIDUAL_NON_MANDATORY,5261653
9583,9583,359,1542,8,1,INDIVIDUAL_NON_MANDATORY,1273224
6670,6670,2,84,7,1,INDIVIDUAL_NON_MANDATORY,7321543
11215,11215,2355,1060,8,1,INDIVIDUAL_NON_MANDATORY,7680850
20989,20989,857,2354,8,1,INDIVIDUAL_NON_MANDATORY,3414762
11002,11002,1984,84,7,2,INDIVIDUAL_NON_MANDATORY,4349843
24830,24830,1407,230,8,1,INDIVIDUAL_NON_MANDATORY,2989828
20095,20095,160,2354,8,2,INDIVIDUAL_NON_MANDATORY,398326
22240,22240,227,2354,8,4,INDIVIDUAL_NON_MANDATORY,2776424
11059,11059,2424,1637,8,1,INDIVIDUAL_NON_MANDATORY,7005410
15078,15078,2001,968,7,0,INDIVIDUAL_NON_MANDATORY,6744053
19342,19342,956,2184,8,3,INDIVIDUAL_NON_MANDATORY,461319
14257,14257,1283,932,8,1,INDIVIDUAL_NON_MANDATORY,7005859
18237,18237,2355,1657,8,4,INDIVIDUAL_NON_MANDATORY,6814142
15631,15631,1790,2032,8,3,INDIVIDUAL_NON_MANDATORY,4615017
5787,5787,134,84,8,1,INDIVIDUAL_NON_MANDATORY,887661
9248,9248,30,2059,8,4,INDIVIDUAL_NON_MANDATORY,7524410
24221,24221,2355,779,7,3,INDIVIDUAL_NON_MANDATORY,2990034
23582,23582,1355,441,8,3,INDIVIDUAL_NON_MANDATORY,825160
5452,5452,1884,1338,7,5,INDIVIDUAL_NON_MANDATORY,5773222
21263,21263,1593,2354,7,5,INDIVIDUAL_NON_MANDATORY,5774052
2148,2148,2424,1388,8,5,INDIVIDUAL_NON_MANDATORY,2934644
9475,9475,1316,2059,8,3,INDIVIDUAL_NON_MANDATORY,3239932
9778,9778,58,1542,8,2,INDIVIDUAL_NON_MANDATORY,4986170
3768,3768,1884,1888,8,4,INDIVIDUAL_NON_MANDATORY,5104281
9255,9255,2036,2059,8,5,INDIVIDUAL_NON_MANDATORY,7004946
11651,11651,2424,341,7,0,INDIVIDUAL_NON_MANDATORY,1273361
6702,6702,1902,1846,8,1,INDIVIDUAL_NON_MANDATORY,3203795
15676,15676,100,84,8,0,INDIVIDUAL_NON_MANDATORY,2013407
4658,4658,2355,2021,8,1,INDIVIDUAL_NON_MANDATORY,6515552
25707,25707,373,1724,7,4,INDIVIDUAL_NON_MANDATORY,1209666
11497,11497,1498,2354,7,4,INDIVIDUAL_NON_MANDATORY,7005677
28297,28297,81,2059,8,2,INDIVIDUAL_NON_MANDATORY,2558739
357,357,2355,2571,7,5,INDIVIDUAL_NON_MANDATORY,6274224
6705,6705,156,710,7,3,INDIVIDUAL_NON_MANDATORY,2196976
6254,6254,2355,460,8,5,INDIVIDUAL_NON_MANDATORY,7507159
